CID,IsomericSMILES
44257649,CC(C1=CC=C(C=C1)O)C2=C(C(=C3C(=C2O)C(=O)C=C(O3)C4=CC=C(C=C4)O)[C@H]5C([C@H]([C@@H](C(O5)CO)O)O)O)O
54740428,C[C@@H]1CC[C@@]2(C(C3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1
471008,C[C@H](CCC=C(CO)CO)[C@H]1CC[C@@]2([C@@]1(CC=C3C2=CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)C
100065377,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=CC=C2/C=N\NC(=O)C3=CC=C(C=C3)OCC4=CC=CC=C4
11124,CCC(=O)OC
24848123,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O.C(=O)(O)[O-].[Na+]
10131321,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC=C(C=C2)O
8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2
101712064,C[C@]12CCC(=O)C([C@@H]1C[C@@H](C3=C2C(=O)C[C@]4([C@]3(C(=O)C[C@@H]4[C@@]5(CCC(=O)O5)C)C)C)O)(C)C
184180,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)CCC6=CC(=C(C(=C6)OC)OC)OC
7907,CC(C)CC(C)C
5369957,CC/C=C/CC1=CC=CO1
101103880,C/C(=C\CC1=C(C=CC(=C1)C(=O)O)O)/CC[C@@H]2[C@]3(CC[C@@H](C2(C)C)O3)C
11643967,C1C[C@H](N(C1)C(=N)N)C(=O)O
101268474,CC([C@@]1(CC[C@]2([C@@]1([C@@H]([C@H]([C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)O)O)C)O)O)O
105563,CCCCCCCCCCCCC(=O)OCC(CO)O
11123921,CCCCC/C=C/C=C/C(=O)O[C@@H]1C(=C[C@@H]2[C@H]3[C@H](C3(C)C)C[C@H]([C@@]4(C2=O)[C@]1([C@H](C(=C4)C)O)O)C)CO
11968775,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CO[C@H]([C@@H]([C@H]2O)O)OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O)O)O
128139,CC(=O)OC[C@]1([C@@H]2CC[C@H]3[C@]45CCCC([C@H]4[C@@H]([C@]([C@@]3([C@@H]1O)C2O)(OC5)O)OC(=O)C)(C)C)O
11872742,C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=CC(=O)OC4)O)CC[C@H]5[C@@]3(CC[C@@H](C5)O)CO
472761,C[C@@H](CCC=C(C)C)C1CC[C@]2([C@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C
445238,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
102515111,CC1=CC2[C@](C[C@@H]1OC(=O)CC(C)C)(C3([C@@H]([C@H](C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
101151014,C[C@H]1CC[C@]23[C@@]14C[C@](O2)([C@]([C@]3(COC(=O)[C@@H]4O)C)(C)O)O
10402561,CC1=C([C@]2(CCCC([C@@H]2CC1=O)(C)C)C)CCC3=COC=C3
12305611,C[N+]1(CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)O)O)OC)C
10054823,CC(=O)O[C@@H]1[C@@H]([C@]2([C@@H](C[C@H]([C@@]3([C@@H]2[C@@H](C[C@](C3=O)(C)C=C)O)O)O)C([C@@H]1OC(=O)C4=CC=CC=C4)(C)C)C)OC(=O)C5=CC=CC=C5
94467,[H+].C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)[O-])N=NC3=C(C(=CC4=CC=CC=C43)C(=O)[O-])[O-].[Mn+2]
5319925,CC(=CCC1=C(OC2=CC3=C(C=CC(O3)(C)C)C(=C2C1=O)O)C4=C(C=C(C=C4)O)O)C
5885,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
440409,C([C@H]([C@@H](C(=O)O)O)C(=O)O)C(=O)O
139583746,C[C@@H]1C[C@]2(CC(C(=O)O2)C)O[C@@]13C[C@@H]([C@@]4([C@@]3(CC(=O)C5=C4[C@H](C[C@@H]6[C@@]5(CC[C@@H](C6(C)C)O)C)O)C)C)O
195147,CC1=C(C2=C(C=C1)C(=O)C3=C(C2=O)C=CC(=C3C(=O)OC)O)O
102145407,CC(C)([C@@H]1CC[C@]2([C@@H](C1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)C(=C)CCC2O)CO)O
87963848,C[C@]12CC[C@@H](C(C1[C@H](C[C@@]3([C@@H]2C[C@H]([C@H]4[C@@]3(CC[C@@H]4[C@](C)(CC=CC(C)(C)OO)O)C)O)C)O)(C)C)O
10696940,C[C@@]12CC[C@@H]([C@]1([C@H](C=C3C2=CC[C@@H]4[C@@]3(C[C@H]([C@@H](C4(C)C)O)O)C)O)C)[C@@H](CC[C@H](C(C)(C)O)O)CO
15599558,CCCCCCCCCCCCCC[C@H](C(=O)N[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@@H](/C=C/CC/C=C\CCCCCCCCC)O)O
7005,C1=CC=C2C(=C1)C=CC=C2O
21579918,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3CC[C@@]4([C@H]5CC[C@@H]6[C@H](CC[C@]6([C@@]5(CC[C@H]4C3(C)C)C)C)[C@@](CCC=C(C)C)(CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)C)CO)O)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)O)O)O
21670038,CC1=CC(=O)C2=C(C3=C(C=C2O1)O[C@@H](C3)C(C)(C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC
137795623,CC1=C2C(C(=O)[C@]3(CC(=CC([C@H](C2(C)C)CC1OC(=O)C)OC(=O)C)C(CC3OC(=O)C)OC(=O)C=CC4=CC=CC=C4)C)O
200480,CN1CCC2=CC(=C(C3=C2[C@H]1CC34C=CC(=O)C=C4)OC)OC
60961,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
11471487,C[C@H]1C[C@@H]([C@@]23CCCN4[C@@]2(CCC4)C(=O)C[C@@H]3[C@H]1O)O
120726,CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4C5C6O)OC)O)O)OC)O)COC
10981748,CC(=O)OC[C@@]1(C[C@@]23CC[C@H]4[C@]([C@@H]2CC[C@@H]1C3)(CCC[C@@]4(C)OC=O)C)O
6325127,C[C@@]1(C[C@H]([C@H]2[C@@H]1[C@@H](OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
3380329,CN1CCC2=CC(=C(C3=C2C1CC4=C3C=C(C=C4)O)OC)OC
53297354,C1=CO[C@@H]([C@@H]2[C@H]1[C@H]([C@@H]3[C@]2(O3)CO)O)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O
11038273,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4[C@@H](C(CC5)(C)C)O)C(=O)O)C)(C[C@H]([C@H](C3(C)C)O)O)C
185465,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC([C@H]([C@@H]5O)O)(C)C)CO)O)C)C)(C)C)O
5281463,C/C=C(/C)\C(=O)O[C@@H]1C[C@@]2(CO2)[C@@H]3[C@@H]([C@@H]4[C@]([C@@]3([C@@H]5[C@@H]1C(=C)C(=O)O5)O)(O4)C)O
15939755,COC1=C(C(=C(C=C1)[C@@H]2CC3=C(C(=C(C=C3)O)OC)OC2)O)O
10687862,C1[C@@H](O[C@@H]([C@H]([C@@H]1O)O)C2=CC=C(C=C2)O)CCC3=CC=C(C=C3)O
11379068,C[C@H]1CCC=C([C@]12CCC(C2)C(C)(C)O)C
137705951,COC1=CC(=CC(=C1O)OC)C2[C@@H]3COC([C@H]3CO2)C4=CC(=C(C(=C4)OC)O)OC
131751424,CC(C)CNC(=O)/C=C/C=C/CCC/C=C/C1=CC2=C(C=C1)OCO2
9876351,C[C@@]12CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CCC([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C1CC(C[C@H]2O)(C)C)C
11254484,C[C@@H]1CC[C@H]2C(=C)C(=O)OC3[C@@]24[C@H]1CC[C@](O3)(OO4)C
12012148,CC(C)C(=O)OC[C@@]12[C@H]([C@H](C[C@]([C@@]13[C@@H]([C@@H]([C@H]([C@@H]2OC(=O)C4=CC=CC=C4)OC(=O)C(C)C)C(O3)(C)C)OC(=O)C)(C)O)OC(=O)C)OC(=O)C
6325685,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O
10789,C1=CC=C(C(=O)C=C1)O
101606424,CC(=CCC1=C(C2=C(C=C1O)OC(C(C2)O)(C)C)CCC3=CC(=C(C=C3)O)O)C
256026,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CCO)O)O)N
375958,C[C@@H]1CC2=CC(=C(C(=C2C(=N1)C)OC)C3=C4C=CC=C(C4=C(C=C3C)OC)OC)OC
5280537,COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O
44257085,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O[C@H]3C([C@H]([C@@H](C(O3)CO)O)O)O)C4=CC(=C(C=C4)O)O)O
9543705,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCCCC
16757190,C[C@@H]1CC2=CC(=C(C(=C2C3=C(C4=C(C=C3[C@H]([C@@H]1C)O)OCO4)OC)O)OC)OC
21679042,CC1=C([C@@]2(CC[C@H]([C@@]([C@H]2CC1)(C)CO)O)C)CCC3=CCOC3=O
480780,CC(=CCC1=C(C=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)OC)C
285,C(C(=O)[O-])ON
75552,C=CCSSSSCC=C
11073059,CC1C2=C(C=NC=C2)C(=O)OC[C@]3([C@@H]4[C@H]([C@H]([C@@]5([C@H]([C@H]([C@@H]([C@]([C@]5([C@@H]4OC(=O)C6=CC=CC=C6)O3)(C)O)OC(=O)C1(C)O)OC(=O)C7=CC=CC=C7)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C
5321778,CC1=C2[C@H](C[C@@]3(CC[C@@H](C(=C)[C@H]3[C@@H]([C@@H](C2(C)C)[C@H](C1)OC(=O)C(C)C)OC(=O)C)O)C)O
20835708,COC([C@H]([C@H]1[C@@H]([C@H](CO1)O)O)O)OC
131752646,CC1(C(CCC2(C1C(CC3(C2CC(C4C3(CCC4C(C)(C/C=C/C(C)(C)OO)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)O)C)O)C
11834250,C[C@@H]1C[C@@H]([C@@H]2[C@@]([C@@]13CCC(=O)O3)(CCCC2(C)C)C)OC(=O)C
44257529,CC1(C(O1)CC2=CC3=C(C=C2O)OC(=O)C4=C3OC5=C4C=CC(=C5)O)C
10953146,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@@H]4[C@@H](CC=C3C2)[C@]5(CC[C@@H]([C@]5(C([C@H]4O)O)C)[C@@H](C)O)O)C)OC)O[C@H]6C[C@@H]([C@@H]([C@H](O6)C)O[C@H]7[C@@H]([C@@H]([C@@H]([C@H](O7)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)OC)O)OC
6553876,C[C@@H]1[C@@H]2C[C@@]2(CC1=O)C(C)C
494180,CC1C2C=CC(=O)C2(C(C3C(C(=O)OC3C1O)C)OC(=O)C(=C)C)C
2724159,CC(=C)[C@H]1CCC(=CC1)C=O
5281204,C1CC(=O)[C@@H]([C@H]1CC(=O)O)C/C=C\CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
277449,C1CCC2=CC(=O)CCC2C1
5315949,COC1=CC2=C(C(=C1)OC)NC3=C2C=C(C(=C3)O)C=O
11079173,CCCCCC(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)O)O)O)O
5281456,C/C=C(/C)\C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@@H](C=C([C@@]3([C@@H]4[C@@H]1C(=C)C(=O)O4)O)C)OC(=O)C
10387952,C[C@H]1CC[C@H]2[C@@]([C@@H]3CC[C@@H]4[C@H]([C@@H]3CN2C1)CC5[C@H]4CC(=O)[C@@H]6[C@@]5(CC[C@@H](C6)O)C)(C)O
5281601,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O
44543716,CC[C@H](C)[C@H]1C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC3=CN(C4C3C=CC=C4)OC)CCCCCC(=O)CC
36742,CC1[C@H](C(C([C@H](O1)O[C@H]2CC[C@]3([C@H](C2)CCC4C3CC[C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)C)O)OC)O
77518,C1(=C(NC(=O)NC1=O)N)O
5816,CNC[C@@H](C1=CC(=C(C=C1)O)O)O
7219,C1C=CC2=CC=CC=C21
24202867,C[C@H](CCC(=O)OC)[C@H]1CC(=O)[C@@]2([C@@]1(C(C(=O)C3=C2C(=O)CC4[C@@]3(CC[C@@H](C4(C)C)O)C)OC(=O)C)C)C
11565893,CC1=C2C=C3CC[C@H]4[C@]([C@@H]3C[C@H]2OC1=O)(CCC(=O)C4(C)C)C
44566547,C/C/1=C(\CC/C(=C/[C@@H]2[C@@H]([C@H](C1)OC(=O)C(=C)[C@H](COC(=O)C)O)C(=C)C(=O)O2)/CO)/O
101713135,C[C@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@H](CO6)O)O)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O
220753,CC1=CC=C(C=C1)N2C3=NC=NC(=C3C=N2)N
21594933,CC1=C[C@@H]([C@H]([C@@H](C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C5=C(C=C4O)OC6(C7=C(C=C(C=C7)O)OC6(C5=O)CC=C(C)C)O)O
129317002,CC(=O)OC1CC2C[C@]3([C@H]1[C@]4([C@@H](C(C3OC(=O)C)OC(=O)C)C(C(CC4OC(=O)C)O)(C)C)C)C(C2=C)OC(=O)C
132076,CCCCCCCCCCCCC(C1CCC(O1)C(CCCCCCC(CCCCCC(CC2=CC(OC2=O)C)O)O)O)O
6255,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
10796791,C(CO)[C@@H]([C@@H](CO)O)O
138113844,CC=C1CN2[C@H]3CC1C([C@@H]2CC4=C3NC5=CC=CC=C45)C=O
11078630,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C\3/C(COC3=O)O)(C)CO)O
5316227,C(C(=CC#N)CO)O
370,C1=C(C=C(C(=C1O)O)O)C(=O)O
100001203,C1C(CC1O)[C@@H](C2=CC3=CC=CC=C3N=C2)NC(=O)C4=CC=NN4
5490846,C1C=CNC[C@@H]([C@H]1C2(CC(=O)/C(=C(/C3=C(C=CC=C3O)C(=O)O)\O)/C(=C2)O)C(=O)O)NC(=O)C4=CC=C(C=C4)O
56666430,C[C@@H](CO)C1=C2[C@H]3C[C@@H](C(=C[C@@H]([C@@]3(CC[C@]2(CC1)CO)C)O)COC(=O)C4=CC=CC=C4)O
6857447,CC1=CC(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)O
11972332,C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)O)O)O)O
736190,C1=CC(=CC=C1C[C@@H](C(=O)O)N)Cl
11968533,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O[C@H]5[C@@H]([C@H]([C@H](CO5)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C=O)C)O)C)O)C
24883642,CCN1C[C@@]2(CC[C@@H]([C@@]34C2C([C@](C31)([C@]5(C[C@@H]([C@H]6CC4C5C6OC)OC)O)O)OC)OC)COC(=O)C7=CC=CC=C7N8C(=O)CCC8=O
5320515,CC(=C)C1C(O1)C2=C(C=CC3=C2OC(=O)C=C3)OC
168074,CN(C)CCSP(=O)(C)OC1CCCC1
15307925,CC1(C=CC2=CC3=C(C(=C2O1)O)OC4=CC5=C(C=CC(O5)(C)C)C(=C4C3=O)O)C
101621396,CCC(/C=C/1\C2=CC=CC=C2C(=O)O1)O
549155,CCCC=C1CCCCC1
3666346,C1=CC=C2C(=C1)C(=CO2)CO
71451475,COC1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)C3=CC=C(C=C3)O)O
441916,C[C@@]1(CC[C@@]23CO[C@]4([C@@H]2C1)CC[C@@H]5[C@]6(CC[C@@H](C([C@@H]6CC[C@]5([C@@]4(C[C@H]3O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@H](CO7)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)C=O
31115,CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.CS(=O)(=O)O
11757904,C[C@@H]1CC[C@@H]([C@@]2([C@]13[C@@H]([C@@H]([C@H]([C@H]2OC(=O)C4=CC=CC=C4)OC(=O)C5=CC=CC=C5)C(O3)(C)C)OC(=O)C)C)OC(=O)C
10966925,C[C@]12CCCC([C@@H]1CCC3=C2[C@@H](OC3=O)O)(C)C
7649,CCOC(=O)C=CC1=CC=CC=C1
12115380,C[C@H]1[C@@H]2CC[C@@]([C@@]3(C=CC(=O)[C@]3([C@@H]2OC1=O)C)O)(C)O
296196,CO[C@H]1CC=C2CCN3[C@]2(C1)C4=CC5=C(C=C4CCC3)OCO5
31264,CC1OC(OC(O1)C)C
9872976,C1[C@@H]([C@H](OC2=C1C(=CC3=C2[C@@H]4[C@H]([C@](O3)(OC5=CC(=CC(=C45)O)O)C6=CC(=C(C=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)O
588771,CC1(C=CC=C2C13CC(C2(C)C)C=C3)C
45085262,CC(=O)CC1CCCN1
24893445,CC(=O)O[C@@H]1CC[C@@]2([C@@H](C1(C)C)CCC34C2CCC(C3)C(C4)C(=O)OC[C@]5(CC67CC[C@H]8[C@](C6CCC5C7)(CC[C@H](C8(C)C)OC(=O)C)C)O)C
170345,CCOC(=O)[C@H](CC1=CC(=C(C=C1)O)O)N
5315649,CC(=CCCC1=CCCC(C1)C(=C)CCC=C(C)C)C
11771152,C[C@@]1(CCC[C@@]2([C@@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)[C@H]4O)C)CO
10383888,COC1=CC(=CC(=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC)C(=O)O
131828,C[C@@H]([C@H]1CC[C@@]2([C@@]1(CC[C@]3(C2CC=C4[C@@H]3CCC(C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C)[C@@H]([C@H]([C@H](C(C)(C)O)O)O)O
10883926,CC1=C(C(=O)C2=C(C1=O)C=CC=C2O)C(C)C3=C(C(=O)C4=C(C3=O)C(=CC=C4)O)C
114973,C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3
11033399,C[C@@H]1[C@H]([C@@H](O[C@H]1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C
10980672,C/C=C(/C=O)\[C@@H]1C[C@H]2C3=C(CCN2C)C4=CC=CC=C4N3[C@H](C1)OC
176911,CC(=CCC1=C(C=C(C2=C1OC(=O)C=C2)OC)OC)C
44584330,CC(C)[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CC2=CN([C@H](C(=O)N1)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@@H]4CCCN4C(=O)[C@@H]5CCC(=O)N5)C6=CC=CC=C26)C(=O)OC)CO
133072,CCCCCCCCCCCCC(C1CCC(O1)C(CCC(CC(CCCCCC(CC2=CC(OC2=O)C)O)O)O)O)O
11621414,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC
11326520,CCOC(=O)[C@@]1(C[C@H]([C@H]([C@@H](C1)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O)O
91939769,CCCCCCCCCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
55,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C(=CC=C1)O)O)C)C)C)C)C)C)C)C
444551,C1=CC=NC(=C1)C2=CC=CC=N2.C1=CC=NC(=C1)C2=CC=CC=N2.C1=CN=C[N-]1.[Ru+]
11086187,C[C@]12CCC[C@@]([C@@H]1[C@@H]3C(CC2)C(=C)C(=O)O3)(C)O
5281342,COC1=C(C2=C(C=C1O)OC(=CC2=O)OC3=CC=C(C=C3)O)O
5320113,CC1=C2C=CC3=C(C2=CC=C1)C(=O)C(=O)C(=C3O)C(C)C
91753508,C[C@@]1(CC[C@H]2[C@H]1[C@@H]3[C@@H](C3(C)C)CCC2=C)O
11167365,CCC(C)C(=O)C1=C2C(=C3C(=C1O)C(=CC(=O)O3)C4=CC=CC=C4)C=CC(O2)(C)CCC=C(C)C
45934203,CN(C)CC(=O)OC[C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O
160150,C[C@@]12CCC[C@]34[C@@H]1[C@@H]5CC67[C@H]3[C@H]([C@H](C[C@@H]6C4N5C2)C(=C)[C@H]7O)O
442897,CC(CO)(C1CC2=C(C3=CC=CC=C3N=C2O1)OC)O
5364461,CCCCCC/C=C\CCCC=C
10775978,COC1=CC2=C(C=C1)C(=C3C(=N2)OCO3)OC
14447801,C/C=C(\C)/C(=O)OC[C@@]12[C@H](CCC[C@]13CO3)[C@@]([C@@H](C[C@@H]2OC(=O)C)C)(C)CCC4=CC(=O)OC4
25755221,CC1=CC(=O)CC([C@@]1(CC[C@H](C)O)O)(C)C
11848147,CC(=C)[C@@H]1CC[C@@](C(O1)[C@H](C2=CC=C(C=C2)O)O)(C)C=C
102285672,C1=C([C@@H]2[C@@H]3[C@@H]1OC(=O)C3=CO[C@H]2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)CO
11968892,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)OC)CO)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O
10572278,CC(=O)NC1[14CH2]CC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)O)OC)OC)OC
71056954,C1CCN2CC3C[C@@H]([C@@H]2C1)CN4C3=CC=CC4=O
12305270,C[C@@H]1[C@@H]2CC[C@H](N1)CCCCCCCC(=O)O[C@H]3CC[C@@H](CCCCCCCC(=O)O2)N[C@H]3C
14562694,C[C@@H]1CCCCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1
5319202,C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)C(C(CO)O)O)O
12019473,CC(C)[C@@H]1C[C@H]([C@H]2[C@]1(CC[C@@]3([C@@]2(CC=C4[C@H]3[C@H](C[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)O)C)C)CO)O
439994,C([C@H]([C@@H]1[C@@H]([C@H](C(=O)O1)O)O)O)O
10380345,C[C@]1(CC[C@@H]2C(=C1)CC[C@H]3[C@]2(CC[C@H]([C@]3(C)CO)O)C)C=C
73705,COC1=C(C=C(C=C1)C(=O)N)OC
12018904,CCCCCCCCCCCCCCCCCCOC(=O)/C=C/C1=CC=C(C=C1)O
5572,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
73557175,CCCCCCCCCCCCC(=O)OCCOC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCCOC(=O)CCCCCCCCCCCC
11968737,C1=CO[C@H]([C@H]2[C@@]1([C@@H](C=C2CO)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
100165581,CC1=CC=C(C=C1)N(CC(=O)N(CC2=CC(=C(C=C2)Cl)Cl)[C@@H](CC3=CC=CC=C3)C(=O)NCC(C)C)S(=O)(=O)C4=CC=C(C=C4)SC
347867,CCCC(C(CC)COC(=O)CCC)O
15487597,CCC(C)C(=O)O[C@@H]1[C@H]2[C@H](C(=C)[C@@H]([C@H]([C@H](C(/C=C/[C@@H](C(=O)[C@]2(C[C@@]1(C)OC(=O)C(C)CC)O)C)(C)C)OC(=O)C)OC(=O)C)OC(=O)C(C)C)O
