CID,IsomericSMILES
5319490,COC1=CC(=CC(=C1O)OC)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO
68149,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)O
99652,CNC1=CC=CC=C1C(=O)N2CCC3=C(C2=O)NC4=CC=CC=C34
5280569,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
6443026,CC[C@H](C)[C@H]1C(=O)N/C=C\C2=CC=C(C=C2)O[C@H]3CCN([C@@H]3C(=O)N1)C(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)N(C)C
538191,CC(=O)CC1CCC(=O)C1
138113434,C[C@@]12CC(C([C@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@@H]3CC(C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)C=CC(C)(C)O)O)O
6710643,C1C2=CC(=C(C=C2C3=C4C=CC(=O)C=C4OC[C@@]31O)O)O
101704409,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)C)C)O)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)O)O)O)C
14632996,CC1=CCC(C=C1)C(C)CC(=O)C=C(C)C
101515731,CC(CC1=CC(=O)C2=C(O1)C=C(C3=C2OC(=CC3=O)C4=CC(=C(C=C4)O)O)O)O
5317050,C1[C@@H]([C@H](OC2=C1C(=CC3=C2[C@H]4[C@@H]([C@@](O3)(OC5=CC(=CC(=C45)O)O)C6=CC=C(C=C6)O)O)O)C7=CC=C(C=C7)O)O
10958964,COC1=C[C@]23CCC[N@+]2(C[C@@H](C4=CC5=C(C=C4[C@@H]3[C@@H]1O)OCO5)O)[O-]
73802914,CC1=CC(=C(C=C1O)CC=C(C)CCC=C(C)CO)OC2C(C(C(C(O2)CO)O)O)O
3084020,CCN1C[C@]2(CC[C@@H]([C@@]34C2CC(C31)[C@]5(C[C@@H]([C@H]6CC4C5C6O)OC)O)O)COC
11141599,C1CCN(CC1)C(=O)CCCC/C=C/C2=CC3=C(C=C2)OCO3
5367462,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OC
133561811,CC1=CC(=O)CC([C@@]1(/C=C/[C@@H](C)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)O)(C)C
21606610,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)CO)O
442873,C[C@@H]1[C@H]([C@@H](O[C@H]1C2=CC3=C(C=C2)OCO3)C4=CC5=C(C=C4)OCO5)C
11126385,C1C[C@H]2[C@H]([C@@H](C[C@@H]1N2)O)O
12302135,CC1CCC2CC3(C1CCC3C)OC2(C)C
102475030,CC(=O)[C@@]12[C@@H]3[C@@]([C@H]([C@H]([C@@]45[C@]36C([C@]7([C@H](C8(C[C@]7([C@]4([C@H]8CC(=O)OC)COC(=O)C)OC(O5)(O6)C)C)OC(=O)C)OC(=O)C)OC1=O)O)OC(=O)C)([C@H](C9=C2OC=C9)OC(=O)C)C
5282923,CCCC(CCCCCCCC(CC(=O)O)O)O
101175672,CC(=CC/C=C(/C)\[C@H]1CC[C@@]2([C@@H]1CC[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)C)C
485584,CC(=O)OC[C@@]1(CCC[C@@]2([C@@H]1CCC(=C)[C@H]2CCC3=COC=C3)C=O)C
7463,CC1=CC=C(C=C1)C(C)C
101289753,COC1=C(C=C2[C@@H]3[C@@H](CC=C4[C@H]3N(CC4)CC2=C1)O)OC
10814144,CC(=O)O[C@@H]1C[C@@H]2[C@](C=CC(=O)C2(C)C)([C@@H]3[C@@]1(C4=CC[C@H]([C@@]4(CC3)C)C5=CC(OC5=O)O)C)C
10628012,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)COC(=O)/C=C\C6=CC(=C(C=C6)O)OC)C(=O)O
439263,C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C
122407649,CCC(C)C(=O)OC(C)[C@@]1(CC[C@]2([C@@]1([C@@H](C[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O[C@H]5C[C@@H]([C@@H]([C@H](O5)C)O[C@H]6C[C@H]([C@@H]([C@H](O6)C)O[C@H]7[C@@H]([C@@H]([C@H]([C@H](O7)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)OC)O)OC)OC)C)OC(=O)C)C)O)O
101269303,CC[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@]4([C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@@H]([C@H]([C@@H](O6)C)O)O)O)O)O)C)O)O)C)OC(=O)CC[C@H](C)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O
443639,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)O
442837,C[C@]12CCC[C@@]([C@@H]1C[C@@H](CC2)C(C)(C)O)(C)OC3=CC(=CC(=C3O)OC4=CC=C(C=C4)CC=C)CC=C
11813875,C1[C@@]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC=CC=C3)O)O)O)O)(COC(=O)/C=C/C4=CC(=C(C=C4)O)O)O
5321601,CC(=O)O[C@H]1C[C@@H]2C[C@]3([C@@H]1C4(C[C@@H]([C@@H](C([C@H]4C(C3)O)(C)C)OC(=O)C)O)C)C(=O)C2=C
5282160,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O
24893536,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O[C@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)C)O)O)O)OC4CC[C@@]5(C6CC[C@]7(C(C6CC=C5C4)CC8C7C(C(=O)O8)C)C)C)CO)O)O)O
327378,CC1CCCC2(C1=CC3C(C2)OC(=O)C3=C)C
26176656,CC(C)[C@@H]1C[C@H]([C@@](C=C1)(C)O)O
3001666,C[C@H]1CC2=C(C3=C(C[C@]1(C)O)C(=C(C(=C3OC)OC)OC)Br)C(=C(C(=C2Br)OC)OC)OC
3081082,C[C@H]1CC[C@@H](CC2=C(C(=O)C[C@@H]12)C)C(=C)C(=O)O
9017,CC(CCC=C(C)C)CCOC(=O)C
11979365,C1=CC(=C(C=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=CC(=C3O)O)C4=C(C=C5C(=CC(=CC5=[O+]4)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)/C=C/C7=CC(=C(C=C7)O)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)O)O
101603245,C[C@@H]([C@H]1[C@@H](C[C@@]2([C@@]1(CC[C@]34[C@H]2C=C[C@@H]5[C@]3(C4)CC[C@@H]([C@]5(C)CO)N(C)C)C)C)O)N(C)C
107561,CC1=CC(=O)[C@H](CC1)C(C)C
439517,C1=CC(=CC=C1CO)NNC(=O)CC[C@@H](C(=O)O)N
101665330,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2[C@@H]([C@H]([C@@H]([C@@H]4C[C@H](O3)OC)C)O)O)C)C)OC
434304,CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2=O)O7)COC6=O)C
5317449,C1[C@@H]([C@@H]([C@@H]([C@H](C1O)O)O)O)C(=O)O
11862103,C[S@@](=O)CC[C@@H](C(=O)[O-])[NH3+]
10947552,CC(C)[C@@]1(CCC(=CC1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
150914,C(CC(=O)N[C@@H](CCC(=O)N)C(=O)O)[C@@H](C(=O)O)N
5317375,C1=CC=C2C(=C1)C3=C(N2)C(=NC=C3)C=O
25115813,COC1=C(C=CC(=C1)C(=O)OC[C@@]23[C@@H]4[C@@H](C=CO[C@H]4O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)[C@@H]([C@@H]2O3)O)O
101096783,C(CC/C=C/CC[C@@H]1[C@H]([C@H]([C@H](N1)CO)O)O)CCC(=O)CCCO
7150,COC(=O)C1=CC=CC=C1
10450920,CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)CCC2=CC=C(C=C2)O)O)C
101996140,CC[C@H](C)CCCCCCCCCCCCCCCCCCCC(=O)O
101746,C1[C@H]2[C@H](CO[C@@H]2OC3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6
195652,CC(=CCC1=C2C(=C(C3=C1OC=C(C3=O)C4=CC=C(C=C4)O)O)CC(O2)C(C)(C)O)C
11968743,C[C@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC3CCC4(C(C3(C)C)CCC5(C4C(C=C6C5(CC(C7(C6CCCC7)CO)O)C)OC)C)C)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O
225768,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC(=O)C)C)C)C)OC1
133562447,C[C@@H](CC(=O)CC(C)C(=O)O)[C@@H]1CC(=O)[C@]2([C@]1([C@H](C(=O)C3=C2[C@@H](CC4[C@]3(CCC(=O)C4(C)C)C)O)O)C)C
118734592,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4([C@H]([C@@H]([C@@H](C5(C)C)O)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O
11874119,CC(C)[C@H]1C(=O)O[C@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@@]([C@@]1(C)O)(C)O
472768,C[C@]12CC[C@@](C[C@H]1[C@@]3(CCC4=C([C@]3(CC2)C)CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)(C)C(=O)O
10402654,CC(=C)C1CC2=C(CC1(C)C=C)C(=O)C(=C(C2=O)OC)OC
101741040,CC(C)(C1CC2=C(O1)C(=CC3=C2C(=O)C4=C(C3=O)C(=CC=C4)O)CO)O
44257622,COC1=C(C2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=CC=C3)[C@H]4C([C@H]([C@@H](C(O4)CO)O)O)O
11968761,C[C@@]12C[C@H](C3(CCC(CC3C1=CCC4C2(CCC5C4(CCC(C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)(C)C)C(=O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O
5481702,CN(C[C@@H](CCN1CCC2(CC1)CS(=O)C3=CC=CC=C23)C4=CC(=CC=C4)Cl)S(=O)(=O)C5=CC=CC=C5
13165,C=CC(=O)OCCO
5320053,CC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C
7476,CC(=O)C1=CC=C(C=C1)OC
12775852,C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O
10696407,C=C[C@@H]1[C@@H]2CCOC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O
5321756,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3[C@@H]([C@@]2(CC1=O)C(C)(C)O)OC(=O)C)O)O)C)OC(=O)C)OC(=O)C
5489501,COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)OC)O
10677957,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@H]3[C@@H](CO[C@H]([C@@H]3O)O[C@H]4CC[C@]5([C@H](C4(C)C)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(=C)CC8)C(=O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)O)CO)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O[C@H]1[C@@H]([C@H]([C@H](CO1)O)O)O)O)O)O)O)O)O
10864069,CC(C)OC(C)CC1=C(C2=C(C(=C1O)OC(=O)C)[C@]3(C[C@H](CC(C3=C(C2=O)O)(C)C)OC(=O)C)C)O
21159079,CCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C
102062796,C[C@H]1CC[C@H]2C([C@H]3CC[C@@H]4[C@H]([C@@H]3CN2C1)C[C@H]5[C@H]4CC(=O)[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C
5316228,C=C(CO)C(C#N)O
595524,CC1=CC=C(O1)CC2=CC=CO2
132497947,C[C@]12CCCC3([C@@]1([C@@H](C(CC2)C(C)(C)O)O)O)CO3
7832,C=CC1CCC2C(C1)O2
638290,COC1=C(C(=C2C(=C1O)C(=O)[C@@H](CO2)CC3=CC=C(C=C3)O)O)OC
102840,CCCCCCCCCC(CCCCCCC)O
5281544,C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
10769700,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)CO)C)C)(C)C)OC(=O)/C=C/C6=CC=C(C=C6)O
5321426,CC1=C2[C@H]([C@H]([C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)C
12112929,C/C=C/1\CN[C@H]2CC3=C([C@H](C[C@@H]1[C@@H]2C(=O)OC)C4=C(C=CC5=C4NC6=C5CCN7C[C@@H]8C[C@@H]([C@H]7[C@]6(C8)C(=O)OC)[C@H](C)O)OC)NC9=CC=CC=C39
289162,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCCCNC(=O)OCC4=CC=CC=C4)C(=O)O
9997743,CCC(C)C(=O)O[C@H]1[C@H]2C3=C(CC[C@@H]4[C@H]([C@H]3[C@@]1(O2)C)OC(=O)C4=C)C
10992375,COC1=C(C=C(C=C1)/C=C/C(=O)C2=C(C(=C(C=C2OC)OC)OC)O)OC
189151,CN1C2=CC3=CC=CC=C3C4=C2C(=CC(=C4OC)OC)C(=O)C1=O
100955930,CC(=O)O[C@H]1C[C@@H]2C[C@]3([C@@H]1[C@@]4([C@H](C[C@@H](C([C@H]4[C@H]([C@@H]3O)OC(=O)C)(C)C)O)OC(=O)C)C)[C@@H](C2=C)OC(=O)C
138113832,CC1=CC(=O)C([C@]2([C@@H]1C[C@H]3[C@]45[C@H]2[C@](C(C(=C)[C@H]4CC(=O)O3)O)(OC5)O)C)O
11719269,COC(=O)C1=CC=CC=C1O[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO[C@@H]3[C@H]([C@@H]([C@H](CO3)O)O)O)O)O)O
131801359,C[C@@H](CCC(=O)O)[C@H]1CC(=O)[C@@]2([C@@]1([C@@H](C(=O)C3=C2[C@H](C[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)O)O)C)C
54493784,CCCCCCCCCCC=CC=CC(=O)O
147394,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
20056340,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@]5(C31)[C@]6(C[C@@H]([C@H]7C[C@@H]4[C@@]6([C@H]7O)O)OC)OCO5)O)C
23916,CCCCC=CCCCC
12314162,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC
169700,CC(=C)C1C2C3C4(C(CO3)(C5C(C4(C1C(=O)O2)O)O5)O)C
21722915,COC1=C(C=C(C=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)OC
629042,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C
44135612,CC(CCC=C(C)C)C1CC[C@@]2([C@@]1(CCC3=C2CCC4[C@@]3(CCC(C4(C)C)O)C)C)C
31266,CCCCCC(=O)OCC=C
21585580,C[C@@]1(CC[C@@H]2C(=C1)CC[C@H]3[C@]2(CC(=O)C[C@@]3(C)CO)C)[C@H](CO)O
11969630,C1C2[C@@H]3[C@@H](/C(=C\C4=CC=C(C=C4)O)/C(=O)O3)[C@@](O2)(C(O1)O)O
20054854,CC(=O)O[C@H]1C[C@@]2([C@@H]3CC[C@@H]4C[C@H](CC[C@@]4([C@H]3CC[C@@]2([C@H]1C5=COC(=O)C=C5)C)C)OC(=O)CCCCCCC(=O)N[C@@H](CCCN=C(N)N)C(=O)O)O
1549109,CC(=CCC/C(=C\CC/C(=C/CO)/C)/C)C
6852386,C[N+]1(CCC2=CC3=C(C=C2[C@H]1[C@H]4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3)C.[Br-]
15381601,CC1=C(C(=O)C[C@H]2[C@H]1CC[C@@]3([C@@]2(CCC[C@]3(C)C(=O)OC)C)O)CCO
44576243,C1=CC(=C(C=C1O)O)/C=C/C2=CC(=C(C(=C2)O)C(CC3=CC(=CC(=C3)O)O)C4=C(C=C(C=C4)O)O)O
12068457,C1=CC(=O)C2=CNNC2=C1
16730071,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCC[C@]4(CO)O
11070113,CC(=CC(C1=C(OC2=C(C1=O)C(=CC3=C2C=CC(O3)(C)C)O)C4=CC=C(C=C4)OC)O)C
6428994,CC1=CCC[C@@]2(C1C[C@@H](CC2)C(C)(C)O)C
92155,CC(=C)[C@H]1CC[C@]2([C@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C
5318191,CC(C12CN(C3C1C4(C5CC2C3CO5)C6=CC=CC=C6NC4=O)C)O
14888779,C[C@]12CC[C@@]3(CC[C@@]4(C(=C3C1)CC[C@H]5[C@]4(CC[C@@H]6[C@@]5(CC[C@@H](C6(C)C)O)C)C)C)C(=O)O2
11814802,CCCCCCCCCCCCCCCCC/C=C/C/C=C/C(CC(C(CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)NC(=O)CCCCCCCCCCCCCC)O)O
101699631,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@H]6[C@@]5(C[C@@H]([C@H](C6)OC7[C@@H]([C@H]([C@H](CO7)O)O)O)O)C)C)C)OC1
10995951,CC(=O)O[C@H]1C[C@]2([C@@H]3CC[C@@H]4[C@@]5([C@]3(C5)CC[C@]26[C@H]1[C@@]7(CC[C@@](O7)(OC6)C(C)(C)O)C)CC[C@@H](C4(C)C)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)C
442544,C1CC(=O)C(C=C1)(C(=O)OCC2=CC=CC=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC(=O)C4=CC=CC=C4)O
124210,C[C@@H]1[C@H]([C@]2([C@H]3[C@H]4[C@]1([C@@H]5C=C(C(=O)[C@]5([C@@H]([C@@]6([C@H]4O6)CO)O)O)C)O[C@@](O3)(O2)C7=CC=CC=C7)C(=C)C)OC(=O)C8=CC=CC=C8
15404,CCCCC(=C)CC
92776,CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C
53477679,C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)O)O
11790742,CC(C)C1=C[C@@H]2[C@@H](CC[C@]2(C)O)C(=C)CC1
11495015,C[C@H]1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4[C@@H]([C@H]1C)O)OCO5)OC)OC)OCO3
105281416,CS(=O)(=O)C1=CC=CC(=C1)C(CC#C)NN
540389,CC1=C2CC(CC2C(C3=C(C1)C(=O)OC3O)O)(C)C
5322151,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1=CC(=O)C2=C(C=C(C=C2O1)OC)O
11477204,C[C@@]1(C[C@H]([C@H]2[C@@H]1[C@@H](OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)OC(=O)C4=CC=C(C=C4)OC)O
128150,C[C@H]1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4C[C@H]1C)OC)OC)O)OC)OCO3
6325039,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4C3=CC(=O)[C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)C)OC)O
11812629,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@]6([C@@]5([C@@H]([C@@H]([C@@H](C6)O)O)O)C)O)C)C)OC1
636647,CC1=CC[C@@]2([C@H]3CC[C@]2(CC1=O)C(=O)O[C@]3(C)/C=C/C=C(\C)/C(=O)O)OC(=O)C
566657,C1CC(=O)C(=O)C1
102303560,C[C@@]12CC[C@@H]([C@]([C@H]1CC[C@]34[C@H]2CC[C@H](C3)C(=C)C4)(C)C(=O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@](CO6)(CO)O)O)O)O)O)O
60155233,C[C@H]1CCC=C2[C@@]1(CC(=CC2=O)[C@@]3(CC[C@@](C4=C3C(=O)C5=CCC[C@@H]([C@]5(C4)C)C)(CO)O)CO)C
6432448,CC1=CC[C@@]2(CC[C@H]([C@@]2(CC1)O)C(C)C)C
5321882,C1=CC(=CC=C1/C=C/C2=C(C(=CC(=C2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O
14264086,C[C@H]1C(=O)O[C@@H]2[C@]13[C@H]([C@@H]4[C@]([C@H](CC[C@]45CO5)OC(=O)C)([C@H]([C@H]([C@@H](O3)C(=C)[C@@H]2Cl)OC(=O)C)OC(=O)C)C)OC(=O)C
10968628,C1C[C@H]2[C@H](C[C@@](O2)(CN3C=NC4=CC=CC=C4C3=O)O)NC1
56841085,C[C@H]([C@@]1(CC[C@]2([C@@]1([C@@H](C[C@H]3[C@]2(CC=C4[C@@]3(CC[C@@H](C4)O)C)O)OC(=O)/C=C/C5=CC=CC=C5)C)O)O)O
14658050,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4[C@@H](C(CC5)(C)C)O)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@H]([C@@H]([C@@]3(C)CO)O)O)C
123916661,CCOCC.C[C@H](CCCC(=O)OC)C#C/C=C/CO[PH+]=O.C[C@H](CCCC(=O)OC)C#C/C=C/C=C/[C@H](C)CC#C[Si](C)(C)C.CC(C)(C)[Si](C)(C)OC(CC#C[Si](C)(C)C)C=O.COC(=O)CCC[C@H](C#C/C=C/C=C/[C@@H](CC#C)O)O
11968518,C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC(C)C2CCC3[C@@]2(CCC4C3CC=C5[C@@]4(CC[C@@H](C5)O)C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)O)OC)O
5280707,C1=COC(=C1)/C(=C/C2=CC=C(O2)[N+](=O)[O-])/C(=O)N
150736,CCOC1=C(C(=O)O[C@@H]1[C@H](CO)O)O
11461634,COC1=C[C@]23CCC(=O)N2CCC4=CC5=C(C=C4[C@@H]3[C@@H]1O)OCO5
1120,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C)C)C
44288444,C[C@H](C(=O)N[C@H](CC1=CC=C(C=C1)O)C(=O)NCC(=O)N[C@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@H](CCSC)C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CC4=CC=CC=C4)C(=O)N)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@@H]7CCCN7C(=O)CNC(=O)[C@H](CCC(=O)O)N
22447367,CC(=CCCC(C)(C=C)C1=CC=CC=C1C(=O)[O-])C
11037060,COC(=O)C1=C(C(=C(N1)C(=O)OC)C2=CNC3=CC=CC=C32)C4=CNC5=CC=CC=C54
5316907,C/C=C/C1=CC2=C(C=C1)OC(=C2C)C3=CC(=CC=C3)OC4=C(C=CC(=C4)C5=C(C6=C(O5)C=CC(=C6)/C=C/C)C)O
6433893,CCCCCCCCCCCCCCCCCCC/C=C/C(=O)O
100094302,CCOC1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)N(C)S(=O)(=O)C
5316456,CC1=C2CC3C(=C)CC=C[C@@]3(C=C2OC1=O)C
9894522,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)OC
21668661,C[C@@H]1C[C@H]([C@@H]2[C@@]([C@@]13CCC(=O)O3)(CCCC2(C)C)C)OC(=O)C
11208370,C/C=C/C1=CC=C(C=C1)O[C@@H](C)[C@@H](C2=CC=C(C=C2)O)O
